race,start,event_id,event_name,event_code,seats,alpha,lane,heat,distance,school,crew,cox,coach
87,2020-10-25T13:29:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,J,2,Division 1,2000,Huon,"['L.Hocking', 'K.Cook']",[],['P.Newbon']
87,2020-10-25T13:29:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,J,3,Division 1,2000,TUBC,"['V.Mauderer', 'S.Russell']",[],[]
87,2020-10-25T13:29:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,J,4,Division 1,2000,Mersey 1,"['L.Tippett', 'P.Tippett']",[],[]
87,2020-10-25T13:29:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,J,5,Division 1,2000,North Esk,"['E.Hepburn', 'G.Brown']",[],[]
87,2020-10-25T13:29:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,J,6,Division 1,2000,TUBC,"['S.Rule', 'A.Schrader']",[],[]
88,2020-10-25T13:35:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,K,1,Division 2,2000,New Norfolk,"['C.Geappen', 'C.Forster']",[],[]
88,2020-10-25T13:35:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,K,2,Division 2,2000,New Norfolk,"['E.Lisson', 'E.Triffett']",[],[]
88,2020-10-25T13:35:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,K,3,Division 2,2000,Friends,"['J.Powell-Davies', 'Y.Cho']",[],['T.Pilkington']
88,2020-10-25T13:35:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,K,4,Division 2,2000,Grammar,"['I.Goss', 'A.Billing']",[],[]
88,2020-10-25T13:35:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,K,5,Division 2,2000,Mersey 3,"['C.Ellis', 'E.Gair']",[],[]
88,2020-10-25T13:35:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,K,6,Division 2,2000,Friends,"['C.Hornett', 'E.Underwood']",[],['T.Pilkington']
89,2020-10-25T13:41:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,L,1,Division 3,2000,TUBC,"['U.Harris', 'G.Woodhouse']",[],[]
89,2020-10-25T13:41:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,L,2,Division 3,2000,Friends,"['A.Gardner', 'C.Ralph']",[],['T.Pilkington']
89,2020-10-25T13:41:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,L,3,Division 3,2000,Friends,"['A.Gardner', 'C.Balmforth']",[],['T.Pilkington']
89,2020-10-25T13:41:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,L,4,Division 3,2000,DMCRC,"['M.West', 'E.Shelley']",[],['N.Stump']
89,2020-10-25T13:41:00+00:00,64,Under 19 Women's Double Scull,U19 W 2X,2,L,5,Division 3,2000,DMCRC,"['M.Mampieri', 'H.Gregory']",[],['N.Stump']
90,2020-10-25T13:47:00+00:00,65,U17 Men's Coxed Quad Scull 1000m,U17 M 4X+ 1000,4,M,2,Final,1000,New Norfolk,"['H.Thomas', 'J.Triffett', 'O.Coulson', 'N.Lisson']",['J.Triffett'],['P.Nichols']
90,2020-10-25T13:47:00+00:00,65,U17 Men's Coxed Quad Scull 1000m,U17 M 4X+ 1000,4,M,3,Final,1000,TUBC/New Norfolk,"['T.Browning [NWNFK]', 'C.James [TUBC]', 'T.Marr [TUBC]', 'H.Paynter [TUBC]']",['M.Lamb [TUBC]'],[]
91,2020-10-25T13:53:00+00:00,66,U17 Women's Double Scull 1000m,U17 W 2X 1000,2,N,1,Final,1000,New Norfolk,"['E.Coulson', 'L.Midson']",[],['P.Hansen']
91,2020-10-25T13:53:00+00:00,66,U17 Women's Double Scull 1000m,U17 W 2X 1000,2,N,2,Final,1000,Mersey,"['O.Yeates', 'S.Ellis']",[],[]
91,2020-10-25T13:53:00+00:00,66,U17 Women's Double Scull 1000m,U17 W 2X 1000,2,N,3,Final,1000,New Norfolk,"['L.Morgan', 'R.Morgan']",[],['P.Hansen']
91,2020-10-25T13:53:00+00:00,66,U17 Women's Double Scull 1000m,U17 W 2X 1000,2,N,4,Final,1000,Tamar,"['R.Hudson', 'C.Stewart']",[],[]
91,2020-10-25T13:53:00+00:00,66,U17 Women's Double Scull 1000m,U17 W 2X 1000,2,N,5,Final,1000,Bucks,"['E.Ralph', 'H.Teale']",[],[]
92,2020-10-25T13:59:00+00:00,67,Masters Men's Single Scull,MM 1X,1,O,1,Division 1,1000,Ulverstone,['A.Streeter'],[],[]
92,2020-10-25T13:59:00+00:00,67,Masters Men's Single Scull,MM 1X,1,O,2,Division 1,1000,Ulverstone,['M.Wilson'],[],[]
92,2020-10-25T13:59:00+00:00,67,Masters Men's Single Scull,MM 1X,1,O,3,Division 1,1000,Bucks,['L.Davey'],[],[]
92,2020-10-25T13:59:00+00:00,67,Masters Men's Single Scull,MM 1X,1,O,4,Division 1,1000,Mersey,['J.Pears'],[],[]
92,2020-10-25T13:59:00+00:00,67,Masters Men's Single Scull,MM 1X,1,O,5,Division 1,1000,North Esk,['R.Ojeda'],[],[]
93,2020-10-25T14:04:00+00:00,67,Masters Men's Single Scull,MM 1X,1,P,1,Division 2,1000,Bucks,['G.Keppel'],[],[]
93,2020-10-25T14:04:00+00:00,67,Masters Men's Single Scull,MM 1X,1,P,2,Division 2,1000,DMCRC,['S.Mollard'],[],[]
93,2020-10-25T14:04:00+00:00,67,Masters Men's Single Scull,MM 1X,1,P,3,Division 2,1000,DMCRC,['R.Stephens'],[],[]
93,2020-10-25T14:04:00+00:00,67,Masters Men's Single Scull,MM 1X,1,P,4,Division 2,1000,Sandy Bay,['D.Fisher'],[],[]
93,2020-10-25T14:04:00+00:00,67,Masters Men's Single Scull,MM 1X,1,P,5,Division 2,1000,TUBC,['M.Vermey'],[],[]
94,2020-10-25T14:09:00+00:00,67,Masters Men's Single Scull,MM 1X,1,Q,1,Division 3,1000,DMCRC,['M.Muller'],[],[]
94,2020-10-25T14:09:00+00:00,67,Masters Men's Single Scull,MM 1X,1,Q,2,Division 3,1000,Bucks,['P.Vaszocz'],[],[]
94,2020-10-25T14:09:00+00:00,67,Masters Men's Single Scull,MM 1X,1,Q,3,Division 3,1000,North Esk,['R.Wrigley'],[],[]
94,2020-10-25T14:09:00+00:00,67,Masters Men's Single Scull,MM 1X,1,Q,4,Division 3,1000,Sandy Bay,['P.Walker'],[],[]
94,2020-10-25T14:09:00+00:00,67,Masters Men's Single Scull,MM 1X,1,Q,5,Division 3,1000,Sandy Bay,['J.Pirie'],[],[]
95,2020-10-25T14:14:00+00:00,68,Masters Women's Coxless Quad Scull,M W 4X-,4,R,1,Final,1000,DMCRC,"['Z.Brown', 'S.Greenwood', 'J.Hickman', 'R.Griffiths']",['ATHLETE UNKNOWN'],[]
95,2020-10-25T14:14:00+00:00,68,Masters Women's Coxless Quad Scull,M W 4X-,4,R,2,Final,1000,Bucks,"['F.Ward', 'M.Driessen', 'C.Vicars', 'M.Mace']",['ATHLETE UNKNOWN'],[]
95,2020-10-25T14:14:00+00:00,68,Masters Women's Coxless Quad Scull,M W 4X-,4,R,3,Final,1000,Lindisfarne/Huon,"['E.Lancaster [HUON]', 'L.Cooper [HUON]', 'J.Johnstone [LINDF]', 'J.Hope [LINDF]']",['ATHLETE UNKNOWN'],[]
95,2020-10-25T14:14:00+00:00,68,Masters Women's Coxless Quad Scull,M W 4X-,4,R,4,Final,1000,Ulverstone,"['R.Gray', 'B.Schultz', 'K.Badcock', 'S.Wilson']",['ATHLETE UNKNOWN'],[]
95,2020-10-25T14:14:00+00:00,68,Masters Women's Coxless Quad Scull,M W 4X-,4,R,5,Final,1000,North Esk,"['J.Fenner', 'S.Sonda', 'N.Servant', 'H.Dixon']",['ATHLETE UNKNOWN'],[]
